"Timestamp (BST)","Hours from Pitch","DO (mg/L)",pH,"Gravity (°P)","ABV Est. (%)","Pressure (Bar)","Fluid Temp (°C)","Ambient Temp (°C)","Conductivity (uS/cm)",Notes,"Data Source"
"04/15/2023 08:42:00",16.70,0.62,5.25,,,0.07,21.5,,2583,,BrewIQ
"04/15/2023 08:52:00",16.87,0.63,5.23,12.9,0.46,0.07,21.5,,2585,,BrewIQ
"04/15/2023 09:02:00",17.03,0.64,5.22,,,0.07,21.5,,2587,,BrewIQ
"04/15/2023 09:12:00",17.20,0.67,5.20,,,0.07,21.5,,2590,,BrewIQ
"04/15/2023 09:22:00",17.37,0.67,5.19,12.9,0.47,0.07,21.4,,2595,,BrewIQ
"04/15/2023 09:32:00",17.53,0.67,5.18,,,0.07,21.4,,2597,,BrewIQ
"04/15/2023 09:42:00",17.70,0.67,5.17,,,0.07,21.4,,2600,,BrewIQ
"04/15/2023 09:52:00",17.87,0.68,5.15,12.9,0.47,0.07,21.4,,2602,,BrewIQ
"04/15/2023 10:02:00",18.03,0.70,5.14,,,0.07,21.4,,2608,,BrewIQ
"04/15/2023 10:12:00",18.20,0.70,5.13,,,0.08,21.4,,2607,,BrewIQ
"04/15/2023 10:22:00",18.37,0.73,5.11,12.9,0.47,0.08,21.4,,2613,,BrewIQ
"04/15/2023 10:32:00",18.53,0.78,5.08,,,0.08,21.3,,2618,,BrewIQ
"04/15/2023 10:42:00",18.70,0.81,5.06,,,0.08,21.3,,2622,,BrewIQ
"04/15/2023 10:52:00",18.87,0.85,5.03,12.9,0.47,0.08,21.2,,2625,,BrewIQ
"04/15/2023 11:02:00",19.03,0.92,5.02,,,0.08,21.1,,2627,,BrewIQ
"04/15/2023 11:12:00",19.20,0.94,5.01,,,0.08,21.1,,2626,,BrewIQ
"04/15/2023 11:22:00",19.37,0.95,5.01,12.9,0.47,0.08,21.1,,2625,,BrewIQ
"04/15/2023 11:32:00",19.53,0.95,5.01,,,0.08,21.1,,2626,,BrewIQ
"04/15/2023 11:42:00",19.70,0.93,5.00,,,0.08,21.2,,2624,,BrewIQ
"04/15/2023 11:52:00",19.87,0.94,5.00,13,0.49,0.08,21.2,,2627,,BrewIQ
"04/15/2023 12:02:00",20.03,0.94,4.99,,,0.08,21.2,,2629,,BrewIQ
"04/15/2023 12:12:00",20.20,0.95,4.99,,,0.08,21.3,,2629,,BrewIQ
"04/15/2023 12:22:00",20.37,0.96,4.98,12.9,0.5,0.08,21.3,,2631,,BrewIQ
"04/15/2023 12:32:00",20.53,0.97,4.98,,,0.08,21.3,,2633,,BrewIQ
"04/15/2023 12:42:00",20.70,0.97,4.98,,,0.08,21.3,,2635,,BrewIQ
"04/15/2023 12:52:00",20.87,1.00,4.97,12.8,0.52,0.08,21.3,,2633,,BrewIQ
"04/15/2023 13:02:00",21.03,1.00,4.97,,,0.08,21.3,,2635,,BrewIQ
"04/15/2023 13:12:00",21.20,1.00,4.97,,,0.08,21.3,,2637,,BrewIQ
